"Module","enrichment_category","Term","Overlap","Adjusted.P.value","Genes"
"NasalRNAseq_mod1","KEGG_2021_Human","Yersinia infection","31/137",5.3881440117695e-06,"CXCL8;WIPF1;WAS;PIK3CD;NLRC4;MEFV;TNF;ACTB;CASP1;RAC2;NLRP3;CCL2;MAP2K3;IL10;JUN;FYB1;ITGA4;RHOG;FOS;TICAM1;VAV1;NFKBIA;IL6;FCGR2A;IL1B;ELMO1;LCP2;ITGA5;TLR4;MYD88;SKAP2"
"NasalRNAseq_mod1","KEGG_2021_Human","Natural killer cell mediated cytotoxicity","29/131",1.90081571571871e-05,"CSF2;ITGB2;ICAM2;PIK3CD;ITGAL;TNF;ICAM1;FCGR3A;FCGR3B;PLCG2;RAC2;BID;MICB;PRKCG;FCER1G;SYK;PRKCB;IFNGR2;HLA-C;HLA-G;VAV1;HLA-E;NCR1;TYROBP;CD48;LCP2;PTPN6;ULBP1;HCST"
"NasalRNAseq_mod1","KEGG_2021_Human","Human T-cell leukemia virus 1 infection","41/219",1.91366718194635e-05,"CDKN1A;SPI1;CSF2;ITGB2;ADCY4;PIK3CD;ITGAL;IL2RG;ADCY7;TNF;ETS2;ICAM1;RELB;ZFP36;CCND2;PTTG2;MYC;E2F3;MSX1;JAK3;HLA-DOB;EGR1;STAT5B;EGR2;JUN;TGFB1;IL1R1;IL1R2;HLA-C;FOS;HLA-F;HLA-G;HLA-E;NFKB2;TNFRSF1A;FOSL1;NFKBIA;IL6;CCNE2;LTA;CREB5"
"NasalRNAseq_mod1","KEGG_2021_Human","Pathways in cancer","78/531",2.89051972609198e-05,"CDKN1A;SPI1;CSF3R;CXCL8;FLT3;ITGA2B;PIK3CD;GLI1;FGF2;BBC3;FGF8;EDNRB;CCND2;MYC;RASSF5;PIM1;RAC2;PIM2;JAK3;IL6R;PRKCG;APC2;PDGFRB;EDN1;IL4R;PRKCB;DAPK2;IFNGR2;HGF;FOS;TRAF1;F2;MMP9;CCNE2;IL23A;IL3RA;RARA;PLCB2;BIRC3;CSF1R;NOTCH1;PDGFB;ADCY4;LPAR2;CXCR4;CSF2RB;PTGS2;IL2RG;RASGRP2;HIF1A;ADCY7;CSF2RA;RASGRP4;DLL4;GNA13;GNG10;GNG2;GNG7;PLCG2;STAT4;HMOX1;PMAIP1;E2F3;BID;IL12RB1;STAT5B;JUN;TGFB1;GADD45B;STAT1;GADD45A;WNT7A;NFKB2;VEGFA;NFKBIA;IL6;FGF18;IL7R"
"NasalRNAseq_mod1","KEGG_2021_Human","Rap1 signaling pathway","39/210",3.86865480565948e-05,"CSF1R;FLT1;ITGAM;CSF1;ITGB3;ITGA2B;ITGB2;FPR1;PDGFB;ADCY4;LPAR2;PIK3CD;RASGRP2;ITGAL;ADCY7;FGF2;THBS1;ACTB;FGF8;CNR1;RASSF5;RAC2;PRKCG;VASP;MAP2K3;PDGFRB;FYB1;PRKCB;HGF;VAV1;VEGFA;APBB1IP;EFNA2;ADORA2A;FGF18;LCP2;TEK;PLCB2;SIPA1"
"NasalRNAseq_mod1","KEGG_2021_Human","Neuroactive ligand-receptor interaction","55/341",4.86781481370123e-05,"NPFFR2;GRIK5;PMCH;MLNR;ADM;GABRR2;CYSLTR1;EDNRB;HTR7;C3AR1;PRLHR;CTSG;INSL3;CHRNB2;EDN1;PTGIR;EDN2;PTH2R;F2;SSTR2;TAAR1;ADRA2B;SSTR3;ADCYAP1;GAL;ADORA2A;UTS2;CALCRL;PTAFR;C5AR1;FPR1;OPRL1;LPAR2;FPR3;FPR2;P2RY8;P2RY6;CNR2;HRH2;CNR1;CHRNE;HRH4;S1PR1;CHRNA10;S1PR3;S1PR4;NTSR1;P2RY13;P2RY14;HTR1B;P2RX7;MAS1;LEP;P2RX1;GHRL"
"NasalRNAseq_mod1","KEGG_2021_Human","Measles","29/139",5.80738443104183e-05,"PIK3CD;TNFAIP3;IL2RG;BBC3;IFIH1;CCND2;BID;JAK3;SLAMF1;STAT5B;JUN;DDX58;STAT1;MX2;HSPA6;MSN;FOS;NFKBIA;IL1A;IL6;CCNE2;IL1B;OAS3;IRF7;TLR9;FCGR2B;TLR4;MYD88;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","Coronavirus disease","41/232",7.42702191759735e-05,"CFD;CSF3;CSF2;CXCL8;C5AR1;F13A1;CGAS;PIK3CD;C8B;TNF;IFIH1;C9;C3AR1;PLCG2;CASP1;NLRP3;CCL2;IL6R;PRKCG;JUN;SYK;PRKCB;STAT1;DDX58;MX2;CYBB;ISG15;FOS;F2;TNFRSF1A;NFKBIA;MAS1;IL6;FCGR2A;IL1B;OAS3;TLR8;TLR4;MYD88;HBEGF;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","Fc epsilon RI signaling pathway","18/68",9.83706585002136e-05,"MAP2K3;LYN;CSF2;FCER1G;SYK;PLA2G4E;PLA2G4C;PIK3CD;GAB2;TNF;VAV1;ALOX5;INPP5D;ALOX5AP;RAC2;BTK;PLCG2;LCP2"
"NasalRNAseq_mod1","KEGG_2021_Human","Chagas disease","23/102",0.000121814161460303,"IL10;JUN;TGFB1;CXCL8;CCL3L3;IFNGR2;PIK3CD;FOS;TICAM1;TNF;TNFRSF1A;NFKBIA;IL6;GNA15;IL1B;TLR9;CCL3;CCL2;TLR6;PLCB2;TLR4;MYD88;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","PI3K-Akt signaling pathway","55/354",0.000131419204267887,"CDKN1A;CSF3;CSF3R;FLT1;CSF1;FLT3;ITGB3;ITGA2B;PIK3CD;AREG;FGF2;PIK3CG;CCND2;FGF8;MYC;JAK3;IL6R;PDGFRB;IL4R;SYK;ITGA4;HGF;EREG;COL2A1;CCNE2;IL3RA;ITGA7;ITGA5;SGK1;TLR4;TLR2;CREB5;CSF1R;PDGFB;LPAR2;IL2RG;THBS2;THBS1;PIK3R6;PIK3R5;GNG10;GNG2;GNG7;SPP1;MCL1;OSM;VEGFA;NR4A1;IL6;EFNA2;FGF18;COL9A3;TEK;IL7R;PIK3AP1"
"NasalRNAseq_mod1","KEGG_2021_Human","Hepatitis B","31/162",0.000160064200707161,"CDKN1A;CXCL8;PIK3CD;TNF;IFIH1;MYC;STAT4;E2F3;BID;JAK3;MAP2K3;PRKCG;STAT5B;EGR2;JUN;EGR3;TGFB1;PRKCB;DDX58;STAT1;FOS;TICAM1;MMP9;NFKBIA;IL6;CCNE2;IRF7;TLR4;MYD88;CREB5;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","Parathyroid hormone synthesis, secretion and action","23/106",0.000219947507080391,"PRKCG;GCM1;EGR1;KL;MEF2C;CDKN1A;PRKCB;VDR;ADCY4;ARRB2;FOS;ADCY7;NR4A2;GNA13;MMP25;MAFB;TRPV5;MMP17;PDE4B;TNFSF11;PLCB2;CREB5;HBEGF"
"NasalRNAseq_mod1","KEGG_2021_Human","AGE-RAGE signaling pathway in diabetic complications","22/100",0.000252548295633619,"EGR1;STAT5B;JUN;EDN1;TGFB1;CXCL8;PRKCB;STAT1;CYBB;PIK3CD;TNF;AGER;ICAM1;VEGFA;THBD;IL1A;IL6;IL1B;PIM1;PLCG2;CCL2;PLCB2"
"NasalRNAseq_mod1","KEGG_2021_Human","African trypanosomiasis","12/37",0.000259433829844432,"IL10;PRKCG;IL6;PRKCB;IL1B;TLR9;APOA1;IDO2;TNF;PLCB2;MYD88;ICAM1"
"NasalRNAseq_mod1","KEGG_2021_Human","Acute myeloid leukemia","17/67",0.00026411838559554,"CSF1R;STAT5B;CSF2;ITGAM;SPI1;BCL2A1;FLT3;CEBPE;PIK3CD;MPO;DUSP6;MYC;PIM1;RARA;PIM2;CD14;FCGR1A"
"NasalRNAseq_mod1","KEGG_2021_Human","Toxoplasmosis","23/112",0.000502522722304687,"MAP2K3;IL10;TGFB1;STAT1;IFNGR2;IL10RA;HSPA6;LY96;TNF;IRGM;PIK3R6;PIK3CG;PIK3R5;TNFRSF1A;NFKBIA;SOCS1;ALOX5;PPIF;HLA-DOB;TLR4;MYD88;BIRC3;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","Th17 cell differentiation","22/107",0.000681714090811445,"STAT5B;JUN;IL4R;TGFB1;IL1R1;STAT1;IFNGR2;IL1RAP;FOS;IL2RG;HIF1A;NFKBIA;IL6;IL23A;IRF4;IL1B;RARA;NFKBIE;IL12RB1;HLA-DOB;IL6R;JAK3"
"NasalRNAseq_mod1","KEGG_2021_Human","Carbohydrate digestion and absorption","13/47",0.000744105159727993,"MGAM;PRKCB;ATP1A3;PIK3CD;ATP1B2;SLC2A5;HK2;HK3;MGAM2;FXYD2;LCT;TAS1R3;PLCB2"
"NasalRNAseq_mod1","KEGG_2021_Human","Influenza A","30/172",0.00106133719220256,"CXCL8;PIK3CD;TNF;ACTB;ICAM1;PABPN1L;IFIH1;SOCS3;CASP1;TRIM25;NLRP3;CCL2;BID;HLA-DOB;RSAD2;PRKCB;DDX58;STAT1;IFNGR2;MX2;TICAM1;TNFRSF1A;NFKBIA;IL1A;IL6;IL1B;OAS3;IRF7;TLR4;MYD88"
"NasalRNAseq_mod1","KEGG_2021_Human","PD-L1 expression and PD-1 checkpoint pathway in cancer","19/89",0.00109207937331511,"MAP2K3;BATF2;CD274;BATF3;JUN;STAT1;IFNGR2;PIK3CD;FOS;TICAM1;HIF1A;BATF;NFKBIA;TLR9;PTPN6;NFKBIE;TLR4;MYD88;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","HIF-1 signaling pathway","21/109",0.00224996393806895,"PRKCG;CDKN1A;EDN1;PFKFB3;FLT1;PRKCB;IFNGR2;CYBB;PIK3CD;HIF1A;HK2;VEGFA;HK3;IL6;PLCG2;HMOX1;TIMP1;TEK;IL6R;TLR4;LDHAL6A"
"NasalRNAseq_mod1","KEGG_2021_Human","Type II diabetes mellitus","12/46",0.00224996393806895,"SOCS2;HK3;SOCS3;SOCS1;PKLR;PIK3CD;IRS2;MAFA;CACNA1E;TNF;HK2;CACNA1G"
"NasalRNAseq_mod1","KEGG_2021_Human","Proteoglycans in cancer","33/205",0.00226343504419854,"CDKN1A;SDC2;ITGB3;TWIST1;PIK3CD;HIF1A;FGF2;TNF;THBS1;ACTB;CTSL;PLAU;MYC;PLCG2;FLNA;PRKCG;TGFB1;PRKCB;HGF;PLAUR;WNT7A;MSN;MMP9;VAV1;VEGFA;HCLS1;PTPN6;HPSE;ITGA5;TLR4;CD44;HBEGF;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","Glycosaminoglycan biosynthesis","13/53",0.00244767461863297,"CSGALNACT1;HS3ST3B1;CHST7;HS3ST3A1;CSGALNACT2;XYLT1;HS3ST2;CHST11;CHSY1;DSE;CHST15;CHST13;ST3GAL2"
"NasalRNAseq_mod1","KEGG_2021_Human","Salmonella infection","38/249",0.00252112791219423,"CXCL8;LY96;PIK3CD;NLRC4;TNF;ACTB;PIK3CG;CYTH4;CASP5;TUBB3;MYC;KIF5A;CASP1;FLNA;NLRP3;NCKAP1L;CD14;MAP2K3;JUN;MLKL;RIPK2;RHOG;RHOH;FOS;TNFRSF1A;NFKBIA;IL6;PTPRC;IL1B;RHOJ;TLR9;ELMO1;TLR6;TLR4;NAIP;MYD88;TLR2;BIRC3"
"NasalRNAseq_mod1","KEGG_2021_Human","Necroptosis","27/159",0.0029505093636679,"TNFAIP3;PYGM;TNF;FTH1;CASP1;STAT4;NLRP3;BID;JAK3;ZBP1;STAT5B;MLKL;PLA2G4E;STAT1;IFNGR2;PLA2G4C;CYBB;TICAM1;TNFRSF1A;SPATA2L;IL1A;IL1B;SQSTM1;RNF103-CHMP3;TLR4;FTL;BIRC3"
"NasalRNAseq_mod1","KEGG_2021_Human","Epithelial cell signaling in Helicobacter pylori infection","15/70",0.0041767610911888,"LYN;JUN;CXCL8;ATP6V1G2;CXCL1;TCIRG1;CXCL3;CXCL2;NFKBIA;CXCR1;CXCR2;ATP6V1B2;PLCG2;ATP6V0C;HBEGF"
"NasalRNAseq_mod1","KEGG_2021_Human","Primary immunodeficiency","10/38",0.00558638679975061,"CD79A;PTPRC;TNFRSF13B;TAP2;BTK;TAP1;IL2RG;IL7R;JAK3;ADA"
"NasalRNAseq_mod1","KEGG_2021_Human","Viral myocarditis","13/60",0.00781715169746859,"CD86;ITGB2;HLA-C;ITGAL;HLA-F;HLA-G;ACTB;ICAM1;HLA-E;RAC2;BID;HLA-DOB;CD55"
"NasalRNAseq_mod1","KEGG_2021_Human","Bladder cancer","10/41",0.0100827250891939,"CDKN1A;CXCL8;MYC;DAPK2;E2F3;THBS1;MMP9;TYMP;VEGFA;HBEGF"
"NasalRNAseq_mod1","KEGG_2021_Human","Phospholipase D signaling pathway","24/148",0.0100827250891939,"DGKG;PDGFRB;CXCL8;FCER1G;SYK;PLA2G4E;SPHK1;PLA2G4C;PDGFB;ADCY4;LPAR2;PIK3CD;GAB2;F2;ADCY7;PIK3R6;PIK3CG;PIK3R5;GNA13;CYTH4;CXCR1;CXCR2;PLCG2;PLCB2"
"NasalRNAseq_mod1","KEGG_2021_Human","Intestinal immune network for IgA production","11/48",0.0103179456384915,"CD86;IL10;IL6;TGFB1;TNFRSF13B;ITGA4;CXCR4;MADCAM1;HLA-DOB;ICOSLG;TNFSF13B"
"NasalRNAseq_mod1","KEGG_2021_Human","Graft-versus-host disease","10/42",0.0117128655022664,"CD86;IL1A;IL6;IL1B;HLA-C;HLA-F;TNF;HLA-DOB;HLA-G;HLA-E"
"NasalRNAseq_mod1","KEGG_2021_Human","Type I diabetes mellitus","10/43",0.0138810797965845,"CD86;IL1A;IL1B;LTA;HLA-C;HLA-F;TNF;HLA-DOB;HLA-G;HLA-E"
"NasalRNAseq_mod1","KEGG_2021_Human","Growth hormone synthesis, secretion and action","20/119",0.0138810797965845,"MAP2K3;PRKCG;STAT5B;PRKCB;STAT1;ADCY4;PIK3CD;IRS2;FOS;SSTR2;SSTR3;ADCY7;SOCS2;SOCS3;SOCS1;PLCG2;GHRL;JUNB;PLCB2;CREB5"
"NasalRNAseq_mod1","KEGG_2021_Human","Calcium signaling pathway","34/240",0.0143341658702039,"FLT1;PDE1B;PTAFR;PDGFB;ADCY4;CXCR4;ADCY7;FGF2;CACNA1E;SLC8A1;SLC8A2;CACNA1G;CYSLTR1;GNA15;EDNRB;HTR7;FGF8;HRH2;PLCG2;NTSR1;PRKCG;PDGFRB;PRKCB;SPHK1;HGF;MCOLN1;VEGFA;P2RX7;ADORA2A;P2RX1;FGF18;PPIF;PLCB2;CAMK1G"
"NasalRNAseq_mod1","KEGG_2021_Human","Pathogenic Escherichia coli infection","29/197",0.0154881883883516,"CXCL8;WIPF1;LPAR2;TNF;ACTB;GNA13;CYTH4;TUBB3;CASP1;NLRP3;NCKAP1L;JUN;IL1R1;FOS;F2;TNFRSF1A;CLDN6;CLDN11;NFKBIA;IL6;FCGR2A;IL1B;HCLS1;PTPN6;TLR4;NAIP;MYD88;MYO1F;MYO1G"
"NasalRNAseq_mod1","KEGG_2021_Human","Endocrine and other factor-regulated calcium reabsorption","11/53",0.0214013210640322,"PRKCG;KL;PRKCB;VDR;FXYD2;TRPV5;ATP1A3;ATP1B2;PLCB2;SLC8A1;SLC8A2"
"NasalRNAseq_mod1","KEGG_2021_Human","Gastric acid secretion","14/76",0.0223030059200092,"PRKCG;PRKCB;ADCY4;KCNJ15;ATP1A3;ATP1B2;SSTR2;ADCY7;ACTB;CA2;HRH2;GAST;PLCB2;KCNJ2"
"NasalRNAseq_mod1","KEGG_2021_Human","Th1 and Th2 cell differentiation","16/92",0.0224938208701948,"STAT5B;JUN;IL4R;NOTCH1;STAT1;IFNGR2;FOS;IL2RG;RUNX3;DLL4;NFKBIA;STAT4;IL12RB1;NFKBIE;HLA-DOB;JAK3"
"NasalRNAseq_mod1","KEGG_2021_Human","Human immunodeficiency virus 1 infection","30/212",0.0224938208701948,"CXCR4;CGAS;PIK3CD;TNF;GNG10;GNG2;GNG7;AP1S2;PLCG2;RAC2;BID;PRKCG;MAP2K3;JUN;PRKCB;TAP2;HLA-C;TAP1;FOS;HLA-F;TNFRSF1B;HLA-G;HLA-E;TNFRSF1A;NFKBIA;TLR4;APOBEC3A;MYD88;APOBEC3B;TLR2"
"NasalRNAseq_mod1","KEGG_2021_Human","Apoptosis","22/142",0.0224938208701948,"JUN;GADD45B;BCL2A1;GADD45A;PIK3CD;CSF2RB;FOS;TRAF1;TNF;ACTB;BBC3;LMNB1;TNFRSF1A;SPTA1;NFKBIA;CTSL;DDIT3;IL3RA;PMAIP1;BID;MCL1;BIRC3"
"NasalRNAseq_mod1","KEGG_2021_Human","Pantothenate and CoA biosynthesis","6/21",0.0279795872440097,"VNN1;VNN2;VNN3;BCAT1;UPB1;PPCDC"
"NasalRNAseq_mod1","KEGG_2021_Human","Ferroptosis","9/41",0.0286053809112806,"ACSL1;FTH1;MAP1LC3B2;HMOX1;CYBB;SLC3A2;SLC7A11;SAT1;FTL"
"NasalRNAseq_mod1","KEGG_2021_Human","Non-small cell lung cancer","13/72",0.0324536316238786,"PRKCG;STAT5B;CDKN1A;GADD45B;PRKCB;GADD45A;HGF;PIK3CD;RASSF5;KIF5A;PLCG2;E2F3;JAK3"
"NasalRNAseq_mod1","KEGG_2021_Human","Shigellosis","33/246",0.0324536316238786,"CSF2;CXCL8;UBE2D1;CGAS;PIK3CD;U2AF1;NLRC4;TNF;ACTB;HK2;HK3;CYTH4;PLCG2;CASP1;NLRP3;CD14;JUN;IL1R1;RIPK2;TNFRSF1A;NFKBIA;RRAGC;TNIP1;IL1B;ELMO1;HCLS1;ITGA5;PLCB2;TLR4;SQSTM1;NAIP;CD44;MYD88"
"NasalRNAseq_mod1","KEGG_2021_Human","Tryptophan metabolism","9/42",0.0324536316238786,"IL4I1;AOC1;KYNU;ASMT;CYP1A1;CYP1B1;KMO;ALDH8A1;IDO2"
"NasalRNAseq_mod1","KEGG_2021_Human","Focal adhesion","28/201",0.033015041390605,"FLT1;ITGB3;ITGA2B;PDGFB;PIK3CD;THBS2;THBS1;ACTB;CCND2;RAC2;SPP1;FLNA;PRKCG;VASP;PDGFRB;JUN;ITGA4;PRKCB;HGF;VAV1;VEGFA;COL2A1;PARVG;ZYX;ITGA7;COL9A3;ITGA5;BIRC3"
"NasalRNAseq_mod1","KEGG_2021_Human","Ovarian steroidogenesis","10/51",0.04021771554304,"PLA2G4E;ALOX5;PLA2G4C;ADCY4;CYP1A1;CYP1B1;PTGS2;ADCY7;CYP19A1;BMP6"
"NasalRNAseq_mod1","KEGG_2021_Human","Ras signaling pathway","31/232",0.04021771554304,"CSF1R;FLT1;CSF1;FLT3;PDGFB;PIK3CD;RASAL3;RASGRP2;FGF2;ETS2;RASGRP4;GNG10;HTR7;FGF8;GNG2;RASSF5;GNG7;PLCG2;RAC2;PRKCG;PDGFRB;PRKCB;PLA2G4E;HGF;PLA2G4C;GAB2;VEGFA;EFNA2;FGF18;REL;TEK"
"NasalRNAseq_mod1","KEGG_2021_Human","Morphine addiction","15/91",0.0409948337279283,"PRKCG;PRKCB;PDE1B;PDE3B;PDE2A;ADCY4;ARRB2;ADCY7;GABRR2;GNG10;GNG2;GRK5;GNG7;GRK6;PDE4B"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","TNF-alpha Signaling via NF-kB","128/200",2.23494613835201e-83,"CD83;CSF2;CSF1;RNF19B;IRS2;TNF;SAT1;ETS2;ICAM1;IFIT2;ZFP36;PLAU;MYC;ZC3H12A;NAMPT;CCRL2;SLC16A6;MAP3K8;DENND5A;CCNL1;JUNB;IER5;IER2;ICOSLG;IER3;MAP2K3;TAP1;GEM;IL23A;NINJ1;TRIB1;SQSTM1;ATF3;PFKFB3;SOCS3;SNN;MSC;MCL1;ABCA1;EGR1;JUN;EGR2;EGR3;GADD45B;GADD45A;TNFRSF9;GFPT2;LIF;INHBA;FOSL2;NFKB2;FOSL1;EHD1;NFKBIA;NR4A2;NR4A1;PTPRE;IL6;NR4A3;GPR183;MAFF;BCL3;REL;TNFSF9;NFKBIE;IL7R;MXD1;CXCL6;BTG2;CDKN1A;TNFAIP6;PLEK;TNFAIP2;TNFAIP3;CXCL1;SLC2A3;CXCL3;LITAF;AREG;CXCL2;SLC2A6;IFIH1;KYNU;PDE4B;OLR1;KDM6B;DUSP2;EDN1;SERPINB2;DUSP1;RIPK2;DDX58;IFNGR2;SPHK1;PLAUR;FOS;TRAF1;SERPINB8;IL1A;IL1B;IRF1;SGK1;CD44;HBEGF;TLR2;BIRC3;PPP1R15A;CEBPB;BCL2A1;CEBPD;PTGS2;RELB;NFIL3;CCL4;CCL2;CCL20;G0S2;SOD2;PNRC1;KLF2;VEGFA;PER1;KLF6;MARCKS;TNIP1;FOSB;PTX3;CD69"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","Inflammatory Response","107/200",1.74193078421141e-58,"NPFFR2;IFITM1;CSF3;CSF3R;CSF1;AQP9;ICAM4;ICAM1;BEST1;IL18RAP;RGS1;MYC;NAMPT;CCRL2;CLEC5A;C3AR1;PROK2;SCN1B;ICOSLG;IL4R;IL1R1;CYBB;EREG;CALCRL;EBI3;HPN;C5AR1;FPR1;MEFV;HIF1A;PIK3R5;IRAK2;NLRP3;CD14;SLAMF1;LYN;ABCA1;MSR1;TNFSF15;TNFRSF9;LIF;INHBA;NFKBIA;MARCO;PTPRE;IL6;SELL;GPR183;TNFSF9;IL7R;MXD1;CXCL6;CDKN1A;BTG2;CXCL8;TNFAIP6;ITGB3;ADM;ADGRE1;GPR132;STAB1;PDE4B;OLR1;CCR7;FFAR2;TIMP1;SCARF1;IL10;EDN1;PTGIR;RIPK2;IFNGR2;SPHK1;RHOG;PLAUR;GP1BA;EMP3;TNFRSF1B;TLR1;IL1A;IL1B;IRF1;IRF7;LTA;CD48;LCP2;ITGA5;TLR2;HBEGF;RGS16;PTAFR;NOD2;GNA15;CCL7;CCL2;CD55;KCNJ2;CCL24;CCL22;SLC31A2;CCL20;IL10RA;OSM;P2RX7;KLF6;CD69;IL18R1"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","Allograft Rejection","79/200",2.91928072739153e-31,"CD86;SPI1;CSF1;GPR65;NCF4;ITGB2;UBE2D1;ITGAL;TNF;ICAM1;CCND2;IL18RAP;STAB1;TIMP1;HLA-DOB;ICOSLG;CCR2;PRKCG;IL10;SRGN;IL11;IL4R;PRKCB;RIPK2;IFNGR2;KRT1;TAP2;TAP1;IL16;F2;HLA-G;MMP9;HLA-E;EREG;TLR1;NCR1;FGR;IRF4;IL1B;IRF7;HCLS1;IRF8;LCP2;TLR6;LTB;BCAT1;TLR2;IGSF6;WAS;CD1D;CFP;IL2RG;HIF1A;CD79A;SOCS1;CCL7;CCL4;ST8SIA4;STAT4;FLNA;NLRP3;CCL2;IL12RB1;GBP2;ELANE;LYN;CCR1;FYB1;CCL22;TGFB1;STAT1;LIF;INHBA;IL6;PTPRC;BCL3;CD7;PTPN6;FCGR2B"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","Interferon Gamma Response","76/200",7.14064949241122e-29,"IFITM3;CD86;CDKN1A;SAMD9L;IFITM2;TNFAIP6;TNFAIP2;SECTM1;TNFAIP3;IFIT1;IFI30;IFIT3;IFIT2;ICAM1;OASL;IFIH1;PNP;NAMPT;EPSTI1;PIM1;CASP1;PDE4B;TRIM25;UPP1;ZBP1;BATF2;IL4R;RSAD2;SP110;RIPK2;DDX58;TAP1;HLA-G;PLSCR1;LATS2;MTHFD2;IRF4;IRF1;OAS3;PELI1;IRF7;CMPK2;IRF8;LCP2;CD274;FGL2;FPR1;NLRC5;CSF2RB;PTGS2;HIF1A;HELZ2;SOCS3;RNF213;SOCS1;CCL7;ST8SIA4;STAT4;SLAMF7;CCL2;METTL7B;FCGR1A;STAT1;IL10RA;P2RY14;MX2;ISG15;PARP14;SOD2;ISG20;NFKBIA;IL6;PTPN6;CD69;GPR18;MYD88"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","IL-6/JAK/STAT3 Signaling","43/87",6.00996851125368e-22,"CSF3R;CSF2;CSF1;ITGB3;EBI3;CXCL1;CSF2RB;CXCL3;IL2RG;TNF;CSF2RA;PIK3R5;SOCS3;SOCS1;CCL7;PIM1;HMOX1;MAP3K8;CD14;IL12RB1;CCR1;JUN;IL4R;TGFB1;TNFRSF12A;ITGA4;IL1R1;STAT1;IFNGR2;IL1R2;TNFRSF1B;TNFRSF1A;IL17RA;IL6;IL1B;IRF1;IL3RA;LTB;CD44;MYD88;IL18R1;TLR2;CRLF2"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","KRAS Signaling Up","66/200",2.73462433103864e-21,"CSF2;ITGB2;F13A1;TNFAIP3;IKZF1;PRDM1;CCND2;ADGRA2;PLAU;CA2;C3AR1;CD37;SCN1B;FCER1G;ARG1;PLAUR;TRAF1;TNFRSF1B;MMP9;DUSP6;ETV5;EREG;LAT2;CLEC4A;MYCN;IL1B;ALDH1A2;SCG5;PECAM1;TLR8;IRF8;ADAM8;ANGPTL4;LCP1;TRIB1;DOCK2;HBEGF;ENG;BIRC3;PPP1R15A;GYPC;RGS16;CXCR4;LY96;RETN;PTGS2;TFPI;IL2RG;CSF2RA;HSD11B1;IL1RL2;EPB41L3;SPP1;KCNN4;CCL20;IL10RA;GFPT2;LIF;LAPTM5;G0S2;WNT7A;PPBP;INHBA;TMEM158;MAFB;IL7R"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","IL-2/STAT5 Signaling","63/199",2.39824757436523e-19,"IFITM3;CD86;CD83;CSF2;CSF1;GPR65;SLC2A3;HK2;PNP;CCND2;CA2;MYC;NFKBIZ;PIM1;TNFSF11;TNFRSF8;DENND5A;MAP3K8;TNFRSF4;IL10;BATF3;IL4R;CISH;IL1R2;RHOH;TRAF1;TNFRSF1B;ADAM19;PLSCR1;IRF4;IL3RA;IRF8;CD48;PLIN2;LTB;CD44;SERPINC1;RGS16;FGL2;FURIN;CST7;NDRG1;AGER;CD79B;SOCS2;IL1RL1;SOCS1;NFIL3;ST3GAL4;SPP1;GADD45B;IL10RA;TNFRSF9;LIF;CDC6;IGF2R;BATF;KLF6;SELL;SYT11;MAFF;MXD1;IL18R1"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","Complement","56/200",1.18116848828368e-14,"FCN1;DGKG;CDA;SERPINA1;ITGAM;PLEK;TNFAIP3;CXCL1;PIK3CG;DOCK10;CASP5;CTSL;CA2;KYNU;TIMP2;PIM1;CASP1;OLR1;TIMP1;SERPINB2;FCER1G;CR1;ACTN2;RHOG;PLAUR;GP1BA;F2;MMP8;ADRA2B;DUSP6;F5;MMP12;PLSCR1;ZEB1;IRF1;IRF7;LCP2;S100A9;CEBPB;SERPINC1;PDGFB;WAS;PLA2G7;PIK3R5;GNG2;C9;S100A12;STX4;SH2B3;CD55;LYN;GCA;EHD1;IL6;MAFF;MSRB1"
"NasalRNAseq_mod1","MSigDB_Hallmark_2020","Interferon Alpha Response","34/97",3.15583323980917e-12,"IFITM3;IFITM1;SAMD9L;IFITM2;CSF1;SAMD9;TMEM140;IFI30;IFIT3;IFIT2;OASL;HELZ2;IFIH1;CCRL2;EPSTI1;CASP1;TRIM25;GBP2;BATF2;IL4R;RSAD2;SP110;RIPK2;TAP1;HLA-C;ISG15;PARP14;PARP9;ISG20;PLSCR1;SELL;IRF1;IRF7;CMPK2"
