Module (or Feature),Analysis,P value,Adj. p value,Direction
CD4pos_T_Cell,Visit 1 analysis Parent population of non granulocytes - 3|4,0.0033080375263171286,0.018194206394744207,Mild
CD4pos_T_Cell,Visit 1 analysis Parent population of non granulocytes - 3|5,0.019327705369453378,0.06458600378367665,Mild
CD8pos_T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|2,0.012175884274228404,0.04783383107732587,Mild
CD8pos_T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|4,4.6121685798591406e-4,0.0046121685798591406,Mild
CD8pos_T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|5,0.004945227458331136,0.025100687673160964,Mild
CD8pos_T_Cell,Visit 1 analysis Parent population of non granulocytes - 3|4,0.0024607307790009306,0.015037799205005685,Mild
gd_T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|2,0.028207662586632404,0.0871243317437725,Mild
gd_T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|3,0.028513417661598275,0.0871243317437725,Mild
gd_T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|4,0.0484730618880879,0.124000855992783,Mild
Hematopoetic_progrenitor_Cell,Visit 1 analysis Parent population of non granulocytes - 1|2,0.01852106490061205,0.06458600378367665,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Parent population of non granulocytes - 1|3,0.04602049652603463,0.12052987185390021,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Parent population of non granulocytes - 1|4,0.03943555570531073,0.10580271042888245,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Parent population of non granulocytes - 1|5,0.016748633293364547,0.061411655409003334,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Parent population of non granulocytes - 2|5,0.03556507668367626,0.10031175474883049,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Parent population of non granulocytes - 3|5,0.03339949717747851,0.0966827549874378,Severe
Monocytes,Visit 1 analysis Parent population of non granulocytes - 1|3,0.029357515975814527,0.08727910154971887,Severe
Monocytes,Visit 1 analysis Parent population of non granulocytes - 1|4,2.4000731703936414e-5,5.280160974866011e-4,Severe
Monocytes,Visit 1 analysis Parent population of non granulocytes - 1|5,9.245779805977122e-7,5.085178893287417e-5,Severe
Monocytes,Visit 1 analysis Parent population of non granulocytes - 2|4,0.008839792403860826,0.03601396905276633,Severe
Monocytes,Visit 1 analysis Parent population of non granulocytes - 2|5,0.0013839194702452834,0.009514446357936324,Severe
Monocytes,Visit 1 analysis Parent population of non granulocytes - 3|5,0.0388654042956175,0.10580271042888245,Severe
Plasmacytoid_DC,Visit 1 analysis Parent population of non granulocytes - 1|4,3.2328654569275443e-6,1.1853840008734328e-4,Mild
Plasmacytoid_DC,Visit 1 analysis Parent population of non granulocytes - 2|4,3.9939893089442293e-4,0.0046121685798591406,Mild
Plasmacytoid_DC,Visit 1 analysis Parent population of non granulocytes - 3|4,6.593227900488063e-5,0.0010360786700766957,Mild
Plasmacytoid_DC,Visit 1 analysis Parent population of non granulocytes - 4|5,0.019375801135102996,0.06458600378367665,Severe
T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|2,4.242324279910848e-4,0.0046121685798591406,Mild
T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|3,0.0013777091547680044,0.009514446357936324,Mild
T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|4,2.297247487941761e-11,2.526972236735937e-9,Mild
T_Cell,Visit 1 analysis Parent population of non granulocytes - 1|5,6.224215039218367e-6,1.711659135785051e-4,Mild
T_Cell,Visit 1 analysis Parent population of non granulocytes - 2|4,8.117263957835288e-4,0.007203489512328752,Mild
T_Cell,Visit 1 analysis Parent population of non granulocytes - 2|5,0.0027484195968685817,0.015911902929239156,Mild
T_Cell,Visit 1 analysis Parent population of non granulocytes - 3|4,8.513214878206706e-4,0.007203489512328752,Mild
T_Cell,Visit 1 analysis Parent population of non granulocytes - 3|5,0.007324054280975737,0.035028085691623086,Mild
B_Cell__naive_,Visit 1 analysis Child population of non granulocytes - overall,0.014072295316164055,0.06613978798597106,Severe
CD4pos_T_Cell__CM_,Visit 1 analysis Child population of non granulocytes - overall,0.0012135775561695425,0.014259536284992123,Mild
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - overall,9.176244465460772e-6,2.1564174493832812e-4,Mild
CD4pos_T_Cell__EM_CD27low_,Visit 1 analysis Child population of non granulocytes - overall,4.2079884501759984e-4,0.006592515238609064,Mild
CD8pos_NKT_Cell,Visit 1 analysis Child population of non granulocytes - overall,0.00279899548395878,0.021925464624343777,Mild
CD8pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - overall,0.006104493686769044,0.03586390040976813,Mild
CD8pos_T_Cell__naive_,Visit 1 analysis Child population of non granulocytes - overall,0.013243384139027224,0.06613978798597106,Mild
Hematopoetic_progrenitor_Cell,Visit 1 analysis Child population of non granulocytes - overall,0.0034583713543615215,0.0232204933792845,Severe
Monocytes__CD14posCD16pos_,Visit 1 analysis Child population of non granulocytes - overall,0.016889591696169517,0.07216461906545157,Mild
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - overall,4.0676231249636595e-8,1.91178286873292e-6,Severe
Plasmacytoid_DC,Visit 1 analysis Child population of non granulocytes - overall,0.002399731147071337,0.021925464624343777,Mild
gd_T_Cell,Visit 1 analysis Child population of non granulocytes - overall,0.023567986830261362,0.09230794841852366,Mild
B_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 1|2,0.00355367061732092,0.05952398284012541,Severe
B_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 1|3,0.02228052135085369,0.20095316372212274,Severe
B_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 1|4,2.7226086164592083e-5,0.0019275106774778016,Severe
B_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 2|4,0.01134365922814387,0.11822613728887724,Severe
B_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 3|4,7.563556854193464e-4,0.021959627492340626,Severe
B_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 4|5,0.0011287920119266175,0.025163548002046593,Mild
CD4pos_T_Cell__CM_,Visit 1 analysis Child population of non granulocytes - 1|2,0.0020955921514347864,0.0393133087609166,Mild
CD4pos_T_Cell__CM_,Visit 1 analysis Child population of non granulocytes - 1|3,0.006137228777890447,0.08465765578913588,Mild
CD4pos_T_Cell__CM_,Visit 1 analysis Child population of non granulocytes - 1|4,0.00418490024335856,0.06767993841845395,Mild
CD4pos_T_Cell__CM_,Visit 1 analysis Child population of non granulocytes - 1|5,0.0023877002448034275,0.04147523758565954,Mild
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - 1|4,1.4326114062943915e-6,2.2396491651735655e-4,Mild
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - 1|5,0.01092551110464557,0.11645601609269937,Mild
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - 2|4,7.171577872921229e-4,0.021959627492340626,Mild
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - 2|5,0.034060209289642145,0.24529442595064954,Mild
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - 3|4,0.0011803796504158317,0.025163548002046593,Mild
CD4pos_T_Cell__EM_CD27low_,Visit 1 analysis Child population of non granulocytes - 1|2,0.036659902676337446,0.2462418457680315,Mild
CD4pos_T_Cell__EM_CD27low_,Visit 1 analysis Child population of non granulocytes - 1|4,2.8768816081758234e-5,0.0019275106774778016,Mild
CD4pos_T_Cell__EM_CD27low_,Visit 1 analysis Child population of non granulocytes - 1|5,0.006473116413399242,0.08673975993954984,Mild
CD4pos_T_Cell__EM_CD27low_,Visit 1 analysis Child population of non granulocytes - 2|4,0.009806914127719172,0.1091987675764776,Mild
CD4pos_T_Cell__EM_CD27low_,Visit 1 analysis Child population of non granulocytes - 3|4,4.331597006691219e-4,0.016929324967818182,Mild
CD8pos_NKT_Cell,Visit 1 analysis Child population of non granulocytes - 1|2,0.0022533070260716886,0.04064619212413931,Mild
CD8pos_NKT_Cell,Visit 1 analysis Child population of non granulocytes - 1|3,0.03384622704163148,0.24529442595064954,Mild
CD8pos_NKT_Cell,Visit 1 analysis Child population of non granulocytes - 1|4,0.0014388962957289028,0.028779494542274797,Mild
CD8pos_NKT_Cell,Visit 1 analysis Child population of non granulocytes - 4|5,0.03675251429373604,0.2462418457680315,Severe
CD8pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - 1|2,0.009754292487998811,0.1091987675764776,Mild
CD8pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child population of non granulocytes - 1|4,0.044030022227956316,0.27533440566548684,Mild
CD8pos_T_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 1|4,0.0010658076440340637,0.025163548002046593,Mild
CD8pos_T_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 2|4,0.007429048154997326,0.09410823429958008,Mild
CD8pos_T_Cell__naive_,Visit 1 analysis Child population of non granulocytes - 3|4,0.025687444262345597,0.21904384289163792,Mild
gd_T_Cell,Visit 1 analysis Child population of non granulocytes - 1|2,0.028207662586632404,0.2264298941757583,Mild
gd_T_Cell,Visit 1 analysis Child population of non granulocytes - 1|3,0.028513417661598275,0.2264298941757583,Mild
gd_T_Cell,Visit 1 analysis Child population of non granulocytes - 1|4,0.0484730618880879,0.2914598208399131,Mild
Hematopoetic_progrenitor_Cell,Visit 1 analysis Child population of non granulocytes - 1|2,0.01852106490061205,0.17727304976300104,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Child population of non granulocytes - 1|3,0.04602049652603463,0.2803066606585745,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Child population of non granulocytes - 1|4,0.03943555570531073,0.2556263395948793,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Child population of non granulocytes - 1|5,0.016748633293364547,0.16364810447058276,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Child population of non granulocytes - 2|5,0.03556507668367626,0.24529442595064954,Severe
Hematopoetic_progrenitor_Cell,Visit 1 analysis Child population of non granulocytes - 3|5,0.03339949717747851,0.24529442595064954,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - 1|3,0.00967288171389565,0.1091987675764776,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - 1|4,1.2653624340954268e-7,2.9672749079537758e-5,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - 1|5,1.255395344547902e-7,2.9672749079537758e-5,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - 2|4,1.5965110712686618e-4,0.008319596582500028,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - 2|5,6.204470198663615e-4,0.021959627492340626,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - 3|4,0.01001182730445317,0.1091987675764776,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child population of non granulocytes - 3|5,0.0076249742076418825,0.09410823429958008,Severe
Monocytes__CD14posCD16pos_,Visit 1 analysis Child population of non granulocytes - 1|4,0.0010807177297502493,0.025163548002046593,Mild
Monocytes__CD14posCD16pos_,Visit 1 analysis Child population of non granulocytes - 2|4,1.955399214723932e-4,0.009170822317055242,Mild
Monocytes__CD14posCD16pos_,Visit 1 analysis Child population of non granulocytes - 3|4,7.959779688055237e-4,0.021959627492340626,Mild
Monocytes__CD14posCD16pos_,Visit 1 analysis Child population of non granulocytes - 4|5,0.02339609205248116,0.20319939208543822,Severe
Plasmacytoid_DC,Visit 1 analysis Child population of non granulocytes - 1|4,3.2328654569275443e-6,3.7905347482475457e-4,Mild
Plasmacytoid_DC,Visit 1 analysis Child population of non granulocytes - 2|4,3.9939893089442293e-4,0.016929324967818182,Mild
Plasmacytoid_DC,Visit 1 analysis Child population of non granulocytes - 3|4,6.593227900488063e-5,0.003865279856661127,Mild
Plasmacytoid_DC,Visit 1 analysis Child population of non granulocytes - 4|5,0.019375801135102996,0.1817450146472661,Severe
B_Cell__CD11cpos_CXCR5neg_,Visit 1 analysis Child to parent ratio - overall,0.010089042463722104,0.07230480432334174,Severe
B_Cell__CD71pos_activated_,Visit 1 analysis Child to parent ratio - overall,0.035077686588866536,0.18854256541515763,Severe
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child to parent ratio - overall,0.004757457000964735,0.0511426627603709,Mild
CD8pos_T_Cell__activated_,Visit 1 analysis Child to parent ratio - overall,0.009110569986503586,0.07230480432334174,Severe
CD8pos_T_Cell__EM_CD57hi_,Visit 1 analysis Child to parent ratio - overall,0.004204353183740116,0.0511426627603709,Severe
Monocytes__CD14negCD16pos_,Visit 1 analysis Child to parent ratio - overall,0.03333520332589172,0.18854256541515763,Mild
Monocytes__CD14posCD16pos_,Visit 1 analysis Child to parent ratio - overall,8.675928022406824e-6,3.7306490496349346e-4,Mild
Monocytes__CD14posCD16neg_,Visit 1 analysis Child to parent ratio - overall,1.779432161952061e-5,3.8257791481969314e-4,Severe
B_Cell__CD11cpos_CXCR5neg_,Visit 1 analysis Child to parent ratio - 2|5,0.04600489693849697,0.49734819670503433,Severe
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child to parent ratio - 1|5,0.021372562430786814,0.42538474351186445,Mild
CD4pos_T_Cell__EM_CD27hi_,Visit 1 analysis Child to parent ratio - 2|5,0.04975899366680398,0.49734819670503433,Mild
CD8pos_T_Cell__activated_,Visit 1 analysis Child to parent ratio - 2|5,0.029853397191717073,0.4584628854442265,Severe
CD8pos_T_Cell__activated_,Visit 1 analysis Child to parent ratio - 3|5,0.024215698561111935,0.4338645992199222,Severe
CD8pos_T_Cell__EM_CD57hi_,Visit 1 analysis Child to parent ratio - 1|4,0.004109309467868758,0.13592331316796663,Severe
CD8pos_T_Cell__EM_CD57hi_,Visit 1 analysis Child to parent ratio - 2|4,0.008358564548550225,0.2246364222422873,Severe
CD8pos_T_Cell__EM_CD57hi_,Visit 1 analysis Child to parent ratio - 3|4,0.013534349240070047,0.34233942195471295,Severe
Monocytes__CD14negCD16pos_,Visit 1 analysis Child to parent ratio - 1|4,6.304625903156248e-6,5.421978276714374e-4,Mild
Monocytes__CD14negCD16pos_,Visit 1 analysis Child to parent ratio - 1|5,0.0063489349402349755,0.19500300173578855,Mild
Monocytes__CD14negCD16pos_,Visit 1 analysis Child to parent ratio - 2|4,0.0021068493790763147,0.08235865754571049,Mild
Monocytes__CD14negCD16pos_,Visit 1 analysis Child to parent ratio - 3|4,9.734427872129074e-4,0.048353037954975184,Mild
Monocytes__CD14negCD16pos_,Visit 1 analysis Child to parent ratio - 3|5,0.03141681121070623,0.4627372651294548,Mild
Monocytes__CD14posCD16neg_,Visit 1 analysis Child to parent ratio - 1|4,9.574463986037842e-8,4.117019513996272e-5,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child to parent ratio - 1|5,0.027686266053892183,0.45788824627590924,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child to parent ratio - 2|4,1.9574283910122814e-6,2.805647360450937e-4,Severe
Monocytes__CD14posCD16neg_,Visit 1 analysis Child to parent ratio - 3|4,1.2865600755558872e-5,9.220347208150526e-4,Severe
Monocytes__CD14posCD16pos_,Visit 1 analysis Child to parent ratio - 1|4,1.1183517343330601e-6,2.4044562288160794e-4,Mild
Monocytes__CD14posCD16pos_,Visit 1 analysis Child to parent ratio - 2|4,3.873805477211014e-6,4.1643408880018403e-4,Mild
Monocytes__CD14posCD16pos_,Visit 1 analysis Child to parent ratio - 3|4,5.376360463775309e-5,0.0033026214277476896,Mild
B Cell,Longitudinal analysis Parent population - overall shape,0.006626292567569251,0.014080871706084658,Mild
B Cell,Longitudinal analysis Parent population - overall average,0.012211907155252092,0.01887294742175323,Mild
Basophil,Longitudinal analysis Parent population - overall shape,0.006310216445904979,0.014080871706084658,Mild
CD4+ T Cell,Longitudinal analysis Parent population - overall shape,0.017939877211677144,0.023459839430654727,Mild
CD4+ T Cell,Longitudinal analysis Parent population - overall average,2.985318008543897e-10,5.0750406145246245e-9,Mild
CD8+ T Cell,Longitudinal analysis Parent population - overall shape,0.0037338353627708893,0.01057920019451752,Mild
CD8+ T Cell,Longitudinal analysis Parent population - overall average,4.9274409427169966e-5,9.307388447354327e-5,Mild
Conventional DC,Longitudinal analysis Parent population - overall shape,0.010501970066331948,0.017736942800317377,Mild
Conventional DC,Longitudinal analysis Parent population - overall average,2.9958350701711713e-5,6.366149524113739e-5,Severe
Eosinophil,Longitudinal analysis Parent population - overall shape,2.3842260930688494e-4,0.002026592179108522,Mild
gd T Cell,Longitudinal analysis Parent population - overall shape,0.001660051139843339,0.005644173875467353,Severe
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - overall shape,6.803419125010245e-18,1.1565812512517416e-16,Mild
Hematopoetic progrenitor Cell,Longitudinal analysis Parent population - overall average,0.04444470838038722,0.06296333687221524,Severe
Lymphocyte,Longitudinal analysis Parent population - overall shape,0.015156252214043913,0.02147135730322888,Mild
Lymphocyte,Longitudinal analysis Parent population - overall average,4.870773032098468e-9,2.5307075842002445e-8,Mild
Monocytes,Longitudinal analysis Parent population - overall shape,0.039661759098155384,0.0449499936445761,Mild
Monocytes,Longitudinal analysis Parent population - overall average,5.014737917073102e-4,8.525054459024272e-4,Mild
Myeloid,Longitudinal analysis Parent population - overall shape,0.011476845341381832,0.017736942800317377,Severe
Myeloid,Longitudinal analysis Parent population - overall average,2.6459697761743872e-9,2.2490743097482292e-8,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - overall shape,6.464601499315308e-4,0.002747455637209006,Severe
MyeloidToLymphocyte,Longitudinal analysis Parent population - overall average,2.882343318994253e-5,6.366149524113739e-5,Severe
