"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dir","database","virus","knock_in"
"R-HSA-53341186","R-HSA-5334118","DNA methylation","9/656","39/8020",0.00352394935954281,0.044073503633734,0.0394824607406598,"8970/3017/8349/85236/8339/8355/29128/3012/8357",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-2160836","R-HSA-216083","Integrin cell surface interactions","12/656","62/8020",0.00390214823714452,0.0475021512068393,0.0425539534071761,"3674/999/3693/1299/7450/1300/3679/3680/1293/83700/2200/3690",12,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-25595867","R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","12/656","62/8020",0.00390214823714452,0.0475021512068393,0.0425539534071761,"8970/8900/890/3017/9134/3009/8349/3006/3005/85236/8339/3012",12,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-14741656","R-HSA-1474165","Reproduction","16/656","95/8020",0.00411241739090135,0.0489492282611201,0.0438502915303976,"672/5888/11144/84057/8970/3306/50511/675/3017/8349/641/85236/8339/8355/3012/8357",16,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-21427536","R-HSA-2142753","Arachidonic acid metabolism","9/656","40/8020",0.00422482198032646,0.0489492282611201,0.0438502915303976,"5742/22949/239/5321/241/9536/27306/3248/4051",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-56258866","R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3","9/656","40/8020",0.00422482198032646,0.0489492282611201,0.0438502915303976,"8970/3017/367/8349/85236/8339/8355/3012/8357",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-751056","R-HSA-75105","Fatty acyl-CoA biosynthesis","8/656","33/8020",0.004235475391707,0.0489492282611201,0.0438502915303976,"6319/83401/2180/55301/79993/23305/9200/79071",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-9776066","R-HSA-977606","Regulation of Complement cascade","7/656","27/8020",0.00494126781317765,0.0563922189178899,0.0505179617215662,"966/1191/722/719/5627/1991/1378",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-89364596","R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function","13/656","72/8020",0.00508242179659447,0.0572870506208735,0.0513195807141508,"3674/10398/2623/4778/8970/3017/8349/2811/85236/8339/8355/3012/8357",13,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-3737606","R-HSA-373760","L1CAM interactions","15/656","89/8020",0.00534014693383364,0.0594023610429828,0.0532145437601863,"3674/286/6710/24137/3915/7280/3680/6708/6335/51807/6331/6334/26052/3690/100133941",15,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-3921546","R-HSA-392154","Nitric oxide stimulates guanylate cyclase","5/656","15/8020",0.00541555905562935,0.0594023610429828,0.0532145437601863,"2983/8654/2982/5592/5138",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-758766","R-HSA-75876","Synthesis of very long-chain fatty acyl-CoAs","6/656","21/8020",0.00546527746726238,0.0594023610429828,0.0532145437601863,"83401/2180/79993/23305/9200/79071",6,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-96162227","R-HSA-9616222","Transcriptional regulation of granulopoiesis","12/656","65/8020",0.00580945075972285,0.062400335807376,0.0559002258861257,"1053/1869/4602/8970/3017/6886/8349/85236/8339/8355/3012/8357",12,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-88566886","R-HSA-8856688","Golgi-to-ER retrograde transport","18/656","117/8020",0.00649676265966685,0.0689714454450678,0.061786837044812,"3797/24137/147700/10112/5321/81930/7280/9493/3832/1062/11004/51560/1780/29127/56992/51807/146909/3833",18,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1744036","R-HSA-174403","Glutathione synthesis and recycling","4/656","11/8020",0.00918445268832732,0.0963839690165844,0.0863438564891752,"2730/79094/494143/26873",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-737286","R-HSA-73728","RNA Polymerase I Promoter Opening","8/656","38/8020",0.0103854401786591,0.10653827958557,0.0954404141788067,"8970/3017/8349/85236/8339/8355/3012/8357",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-9137096","R-HSA-913709","O-linked glycosylation of mucins","8/656","38/8020",0.0103854401786591,0.10653827958557,0.0954404141788067,"11227/27090/79623/9334/374907/256435/2650/8693",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-751537","R-HSA-75153","Apoptotic execution phase","9/656","46/8020",0.010971155207222,0.110328740677533,0.0988360310214366,"999/1829/63967/660/2934/3148/3009/3006/3005",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1666586","R-HSA-166658","Complement cascade","7/656","31/8020",0.0109966214695022,0.110328740677533,0.0988360310214366,"966/1191/722/719/5627/1991/1378",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-68047566","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","14/656","88/8020",0.0115772121741918,0.114891246902577,0.102923270701911,"672/6790/22974/8900/83990/1763/580/890/1111/9156/116028/80010/9212/641",14,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-750356","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","4/656","12/8020",0.0128986217296425,0.125868576212282,0.112757115025011,"891/1111/995/983",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-21322956","R-HSA-2132295","MHC class II antigen presentation","16/656","107/8020",0.0129590867075077,0.125868576212282,0.112757115025011,"3797/24137/147700/10112/81930/7280/9493/3832/1062/11004/1780/29127/56992/51807/1510/26052",16,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-691906","R-HSA-69190","DNA strand elongation","7/656","32/8020",0.0131094701722831,0.125988908076784,0.112864912175778,"4171/8318/9837/4173/51659/5111/1763",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-13622777","R-HSA-1362277","Transcription of E2F targets under negative control by DREAM complex","5/656","19/8020",0.0159565944244681,0.151753861557702,0.135945985392672,"990/1869/7153/5111/993",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-16508146","R-HSA-1650814","Collagen biosynthesis and modifying enzymes","8/656","41/8020",0.0163472449306392,0.153866336305913,0.137838408150913,"1308/8974/1299/1300/5352/1293/26577/255631",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-56257406","R-HSA-5625740","RHO GTPases activate PKNs","11/656","66/8020",0.0171755877507781,0.156173518904334,0.139905256457794,"10398/8970/3017/995/367/8349/85236/8339/8355/3012/8357",11,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1403427","R-HSA-140342","Apoptosis induced DNA fragmentation","4/656","13/8020",0.0174476439520724,0.156173518904334,0.139905256457794,"3148/3009/3006/3005",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1894516","R-HSA-189451","Heme biosynthesis","4/656","13/8020",0.0174476439520724,0.156173518904334,0.139905256457794,"2235/9429/212/3145",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1908616","R-HSA-190861","Gap junction assembly","4/656","13/8020",0.0174476439520724,0.156173518904334,0.139905256457794,"10804/7280/51807/2701",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-21621236","R-HSA-2162123","Synthesis of Prostaglandins (PG) and Thromboxanes (TX)","4/656","13/8020",0.0174476439520724,0.156173518904334,0.139905256457794,"5742/9536/27306/3248",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-4273596","R-HSA-427359","SIRT1 negatively regulates rRNA expression","8/656","43/8020",0.0214913958308103,0.19050140187893,0.170657277062234,"8970/3017/8349/85236/8339/8355/3012/8357",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1408756","R-HSA-140875","Common Pathway of Fibrin Clot Formation","4/656","14/8020",0.0228798252908714,0.19706868387326,0.176540459295006,"5627/5657/2153/57126",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1626586","R-HSA-162658","Golgi Cisternae Pericentriolar Stack Reorganization","4/656","14/8020",0.0228798252908714,0.19706868387326,0.176540459295006,"891/9133/5347/983",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-90186786","R-HSA-9018678","Biosynthesis of specialized proresolving mediators (SPMs)","4/656","14/8020",0.0228798252908714,0.19706868387326,0.176540459295006,"22949/239/241/3248",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1741436","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","13/656","87/8020",0.0238176621390456,0.201347458638413,0.180373523216749,"6790/26271/991/4751/8900/891/890/701/9232/5347/983/11065/9212",13,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-4532766","R-HSA-453276","Regulation of mitotic cell cycle","13/656","87/8020",0.0238176621390456,0.201347458638413,0.180373523216749,"6790/26271/991/4751/8900/891/890/701/9232/5347/983/11065/9212",13,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1894456","R-HSA-189445","Metabolism of porphyrins","5/656","21/8020",0.0243837021107542,0.204241468138703,0.182966069918455,"2235/645/9429/212/3145",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-26723517","R-HSA-2672351","Stimuli-sensing channels","11/656","70/8020",0.0257642646242256,0.211451942333809,0.189425444391964,"57101/23327/1182/2281/144453/7225/7226/2040/1193/55129/6262",11,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-9772256","R-HSA-977225","Amyloid fiber formation","11/656","70/8020",0.0257642646242256,0.211451942333809,0.189425444391964,"4057/8970/6622/2934/3017/8349/85236/8339/8355/3012/8357",11,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-14742286","R-HSA-1474228","Degradation of the extracellular matrix","13/656","88/8020",0.0259393401329536,0.211451942333809,0.189425444391964,"999/1308/825/1299/1511/4318/4317/1300/3915/11131/1293/2200/1991",13,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1135107","R-HSA-113510","E2F mediated regulation of DNA replication","5/656","22/8020",0.0294950978102306,0.236219511410004,0.211613028610795,"4998/23594/1869/891/983",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-89482166","R-HSA-8948216","Collagen chain trimerization","5/656","22/8020",0.0294950978102306,0.236219511410004,0.211613028610795,"1308/1299/1300/1293/255631",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-692396","R-HSA-69239","Synthesis of DNA","16/656","119/8020",0.0324572987765546,0.257682728547777,0.230840468186572,"4171/4998/23594/8318/990/5427/9837/4173/51659/5111/8900/1763/890/81620/11065/9134",16,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-4532747","R-HSA-453274","Mitotic G2-G2/M phases","23/656","189/8020",0.034636292134096,0.272611506193359,0.2442141468983,"3161/51512/6790/22974/4605/1869/2305/4751/1063/9088/7283/8900/891/7280/10733/890/9133/995/993/5347/983/51807/51400",23,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-13623007","R-HSA-1362300","Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1","4/656","16/8020",0.0365222028161809,0.273449333935693,0.244964699911262,"4605/1869/890/983",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-702216","R-HSA-70221","Glycogen breakdown (glycogenolysis)","4/656","16/8020",0.0365222028161809,0.273449333935693,0.244964699911262,"5255/5836/2992/283209",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1103306","R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine","7/656","39/8020",0.0365397795620531,0.273449333935693,0.244964699911262,"55247/8970/3017/8349/85236/8339/3012",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1103316","R-HSA-110331","Cleavage of the damaged purine","7/656","39/8020",0.0365397795620531,0.273449333935693,0.244964699911262,"55247/8970/3017/8349/85236/8339/3012",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-14424906","R-HSA-1442490","Collagen degradation","7/656","39/8020",0.0365397795620531,0.273449333935693,0.244964699911262,"1308/1299/4318/4317/1300/1293/1991",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-739276","R-HSA-73927","Depurination","7/656","39/8020",0.0365397795620531,0.273449333935693,0.244964699911262,"55247/8970/3017/8349/85236/8339/3012",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-692427","R-HSA-69242","S Phase","20/656","161/8020",0.0387693497060714,0.28777574212718,0.257798756710462,"4171/4998/23594/8318/990/5427/9837/1869/4173/51659/5111/8900/1763/890/113130/993/81620/157570/11065/9134",20,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-2123006","R-HSA-212300","PRC2 methylates histones and DNA","8/656","48/8020",0.0391345505413634,0.28814390842149,0.258128571906955,"8970/3017/8349/85236/8339/8355/3012/8357",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-690027","R-HSA-69002","DNA Replication Pre-Initiation","12/656","84/8020",0.0396848951077791,0.288228117960548,0.258204009517894,"1870/55388/4171/4998/23594/8318/990/5427/1869/4173/51053/81620",12,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-12216326","R-HSA-1221632","Meiotic synapsis","9/656","57/8020",0.0403782817170484,0.288228117960548,0.258204009517894,"672/8970/3306/50511/3017/8349/85236/8339/3012",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-14742907","R-HSA-1474290","Collagen formation","9/656","57/8020",0.0403782817170484,0.288228117960548,0.258204009517894,"1308/8974/1299/4318/1300/5352/1293/26577/255631",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-55768916","R-HSA-5576891","Cardiac conduction","11/656","75/8020",0.0404087613351042,0.288228117960548,0.258204009517894,"3757/6547/2281/482/1193/8645/6335/3753/6331/6334/6262",11,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1908286","R-HSA-190828","Gap junction trafficking","5/656","24/8020",0.0416152672829509,0.292665391058168,0.262179061338786,"8218/10804/7280/51807/2701",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1575796","R-HSA-157579","Telomere Maintenance","13/656","94/8020",0.0416719614869242,0.292665391058168,0.262179061338786,"8970/5111/8900/79075/1763/890/3017/8349/641/85236/23243/8339/3012",13,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-2118597","R-HSA-211859","Biological oxidations","16/656","123/8020",0.0422644423575477,0.292676359523158,0.262188887242167,"2730/4129/54498/5742/79094/8639/1588/494143/27306/134147/4837/8460/27284/26873/4051/4128",16,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-752056","R-HSA-75205","Dissolution of Fibrin Clot","3/656","10/8020",0.0423146543888902,0.292676359523158,0.262188887242167,"5054/5328/5055",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-25595827","R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)","12/656","86/8020",0.0463482783385423,0.318165249045783,0.285022653494637,"1031/8970/8900/890/3017/11065/8349/85236/8339/8355/3012/8357",12,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-19124087","R-HSA-1912408","Pre-NOTCH Transcription and Translation","10/656","68/8020",0.0485243567631898,0.326595530718177,0.29257477070159,"4854/1869/8970/3017/8349/85236/8339/8355/3012/8357",10,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1578586","R-HSA-157858","Gap junction trafficking and regulation","5/656","25/8020",0.0486494985516671,0.326595530718177,0.29257477070159,"8218/10804/7280/51807/2701",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-21293796","R-HSA-2129379","Molecules associated with elastic fibres","5/656","25/8020",0.0486494985516671,0.326595530718177,0.29257477070159,"4052/3693/4053/2200/3690",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-692756","R-HSA-69275","G2/M Transition","22/656","187/8020",0.0523631665801782,0.34896037290294,0.312609914965797,"3161/51512/6790/22974/4605/2305/4751/1063/9088/7283/8900/891/7280/10733/890/9133/995/993/5347/983/51807/51400",22,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-4273896","R-HSA-427389","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression","8/656","51/8020",0.0533768093677845,0.353137876469473,0.316352256893734,"8970/3017/8349/85236/8339/8355/3012/8357",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-3727083","R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","3/656","11/8020",0.0547384800266013,0.35697308760205,0.319787962260671,"3674/7450/3690",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-4527236","R-HSA-452723","Transcriptional regulation of pluripotent stem cells","3/656","11/8020",0.0547384800266013,0.35697308760205,0.319787962260671,"55211/2247/5087",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-89824917","R-HSA-8982491","Glycogen metabolism","5/656","26/8020",0.0563417160741445,0.364822601246056,0.326819808806347,"5255/5836/2632/2992/283209",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1713066","R-HSA-171306","Packaging Of Telomere Ends","6/656","35/8020",0.0619418707249824,0.39604815294915,0.354792661372559,"8970/3017/8349/85236/8339/3012",6,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-738946","R-HSA-73894","DNA Repair","33/656","307/8020",0.0623849641571123,0.39604815294915,0.354792661372559,"672/5888/10721/54962/29089/63967/5427/55247/10635/8970/5111/8900/83990/1763/580/675/55215/51514/890/1111/146956/3017/27343/9768/9156/116028/80010/8349/7516/641/85236/8339/3012",33,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-15923896","R-HSA-1592389","Activation of Matrix Metalloproteinases","4/656","19/8020",0.0640941552406077,0.39604815294915,0.354792661372559,"1511/4318/4317/1991",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-56259007","R-HSA-5625900","RHO GTPases activate CIT","4/656","19/8020",0.0640941552406077,0.39604815294915,0.354792661372559,"10398/9928/11113/9055",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1103286","R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","7/656","44/8020",0.0642005768197964,0.39604815294915,0.354792661372559,"55247/8970/3017/8349/85236/8339/3012",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1103296","R-HSA-110329","Cleavage of the damaged pyrimidine ","7/656","44/8020",0.0642005768197964,0.39604815294915,0.354792661372559,"55247/8970/3017/8349/85236/8339/3012",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-739286","R-HSA-73928","Depyrimidination","7/656","44/8020",0.0642005768197964,0.39604815294915,0.354792661372559,"55247/8970/3017/8349/85236/8339/3012",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-3541943","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","3/656","12/8020",0.0686850994589209,0.418063305373299,0.374514542312853,"3674/7450/3690",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-4184576","R-HSA-418457","cGMP effects","3/656","12/8020",0.0686850994589209,0.418063305373299,0.374514542312853,"8654/5592/5138",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-20220907","R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures","6/656","36/8020",0.0694316559547539,0.419808621766161,0.376078052818709,"1308/1299/4318/1300/1293/255631",6,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-2119456","R-HSA-211945","Phase I - Functionalization of compounds","8/656","54/8020",0.07057072047276,0.423243790127164,0.379155387016552,"4129/54498/5742/8639/1588/134147/4051/4128",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-30001716","R-HSA-3000171","Non-integrin membrane-ECM interactions","7/656","45/8020",0.0709269440191194,0.423243790127164,0.379155387016552,"3693/6382/1300/3915/2247/5154/3690",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1764126","R-HSA-176412","Phosphorylation of the APC/C","4/656","20/8020",0.0751478652280408,0.442645167440008,0.396535764225383,"891/5347/983/11065",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-55790296","R-HSA-5579029","Metabolic disorders of biological oxidation enzymes","4/656","20/8020",0.0751478652280408,0.442645167440008,0.396535764225383,"2730/1588/26873/4128",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-4253666","R-HSA-425366","Transport of bile salts and organic acids, metal ions and amine compounds","7/656","46/8020",0.0780565364139458,0.453921132139697,0.40663713572669,"85413/6005/30061/6563/55356/340024/6536",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-739296","R-HSA-73929","Base-Excision Repair, AP Site Formation","7/656","46/8020",0.0780565364139458,0.453921132139697,0.40663713572669,"55247/8970/3017/8349/85236/8339/3012",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1565907","R-HSA-156590","Glutathione conjugation","5/656","29/8020",0.0833459067766575,0.473724906600744,0.424377993230851,"2730/79094/494143/27306/26873",5,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-3814266","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","10/656","75/8020",0.0835256827392617,0.473724906600744,0.424377993230851,"3479/4052/10272/1511/10117/3915/11167/2200/255738/2153",10,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-56935716","R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","8/656","56/8020",0.0837113991247907,0.473724906600744,0.424377993230851,"672/8970/580/3017/27343/8349/85236/8339",8,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-33220777","R-HSA-3322077","Glycogen synthesis","3/656","13/8020",0.0840563361109754,0.473724906600744,0.424377993230851,"2632/2992/283209",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-688846","R-HSA-68884","Mitotic Telophase/Cytokinesis","3/656","13/8020",0.0840563361109754,0.473724906600744,0.424377993230851,"10112/9493/5347",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-33714976","R-HSA-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR)","7/656","47/8020",0.0855882524831604,0.479399230166414,0.429461234610369,"2289/3306/7280/1780/367/51807/3303",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-89563216","R-HSA-8956321","Nucleotide salvage","4/656","21/8020",0.0870923741968142,0.484849619766411,0.434343868747911,"272/2766/978/7083",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-25595837","R-HSA-2559583","Cellular Senescence","19/656","167/8020",0.0879281036502724,0.486535506864841,0.435854140582211,"1870/1869/5608/1031/8970/8900/890/3017/11065/9134/3009/8349/3006/3005/85236/8339/8355/3012/8357",19,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-1768146","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","10/656","76/8020",0.0895273687496921,0.492400528123307,0.441108215082503,"991/4751/8900/891/890/701/9232/5347/983/11065",10,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-3730806","R-HSA-373080","Class B/2 (Secretin family receptors)","7/656","48/8020",0.0935193723268819,0.50771989474195,0.454831795946844,"5746/1393/133/54361/7855/8323/8326",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-32148156","R-HSA-3214815","HDACs deacetylate histones","9/656","67/8020",0.0939810100891453,0.50771989474195,0.454831795946844,"8970/3017/8349/8329/85236/8339/8355/3012/8357",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-688677","R-HSA-68867","Assembly of the pre-replicative complex","9/656","67/8020",0.0939810100891453,0.50771989474195,0.454831795946844,"1870/4171/4998/23594/990/1869/4173/51053/81620",9,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-90135086","R-HSA-9013508","NOTCH3 Intracellular Domain Regulates Transcription","4/656","22/8020",0.0998917689493884,0.536477559122303,0.480593835750308,"4854/9787/171558/5087",4,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-21426916","R-HSA-2142691","Synthesis of Leukotrienes (LT) and Eoxins (EX)","3/656","14/8020",0.100740839061913,0.537873602710682,0.481844456454948,"22949/241/4051",3,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-22195306","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","7/656","49/8020",0.101845598492113,0.540610647809881,0.484296389402522,"3082/9365/2247/1950/3815/7039/5154",7,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-25595807","R-HSA-2559580","Oxidative Stress Induced Senescence","12/656","98/8020",0.10244231047491,0.540634852390708,0.484318072643777,"1870/1869/5608/1031/8970/3017/8349/85236/8339/8355/3012/8357",12,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
"R-HSA-9837127","R-HSA-983712","Ion channel transport","15/656","129/8020",0.10418953999097,0.546695689722733,0.489747565474795,"57101/23327/10079/9914/79895/1182/2281/144453/482/7225/7226/2040/1193/55129/6262",15,"up","Reactome","Human alphaherpesvirus 1 (HSV1).nasal",FALSE
