"","variable","numDF","denDF","F-value","p-value","feature","omic","virus","level","coefficient","p.adj"
"801","sex",1,3168,1.42827238137938,0.232136051024218,"ILC","CyTOF","Anelloviridae.pbmc","child",NA,0.333351100641645
"802","discretized_admit_age_quantile",4,3168,1.11451474330326,0.347756940435127,"ILC","CyTOF","Anelloviridae.pbmc","child",NA,0.412455906097476
"803","virus_positive",1,3168,0.838838126311184,0.359798988624691,"ILC","CyTOF","Anelloviridae.pbmc","child",-0.0546405716170914,0.573429638120601
"804","event_type",11,3168,2.27516551176771,0.0092283803126757,"ILC","CyTOF","Anelloviridae.pbmc","child",NA,0.0123854577880648
"805","(Intercept)",1,3168,7.0108368651352,0.00814193493526671,"Monocytes (CD14+CD16+)","CyTOF","Anelloviridae.pbmc","child",-0.860664575472595,0.0703961755711418
"806","trajectory_group",1,3168,9.311576500454,0.00229598129463016,"Monocytes (CD14+CD16+)","CyTOF","Anelloviridae.pbmc","child",-0.0527301798911824,0.00688794388389047
"807","sex",1,3168,5.26143538610654,0.0218681941212902,"Monocytes (CD14+CD16+)","CyTOF","Anelloviridae.pbmc","child",NA,0.0531084714374189
"808","discretized_admit_age_quantile",4,3168,9.44912403650879,1.36487742885549e-07,"Monocytes (CD14+CD16+)","CyTOF","Anelloviridae.pbmc","child",NA,5.22178973822689e-07
"809","virus_positive",1,3168,6.55692211159529,0.0104936496834555,"Monocytes (CD14+CD16+)","CyTOF","Anelloviridae.pbmc","child",0.153958997018766,0.0411673949120175
"810","event_type",11,3168,8.64835347118907,2.88657986402541e-15,"Monocytes (CD14+CD16+)","CyTOF","Anelloviridae.pbmc","child",NA,6.13398221105399e-15
"811","(Intercept)",1,3168,1.51961712330225,0.217768913178835,"Monocytes (CD14+CD16-)","CyTOF","Anelloviridae.pbmc","child",-0.345402849923114,0.482878894440026
"812","trajectory_group",1,3168,167.819323747485,0,"Monocytes (CD14+CD16-)","CyTOF","Anelloviridae.pbmc","child",0.192916250962651,0
"813","sex",1,3168,84.6038487607152,0,"Monocytes (CD14+CD16-)","CyTOF","Anelloviridae.pbmc","child",NA,0
"814","discretized_admit_age_quantile",4,3168,15.1351890679081,2.9171109972026e-12,"Monocytes (CD14+CD16-)","CyTOF","Anelloviridae.pbmc","child",NA,2.12532372653332e-11
"815","virus_positive",1,3168,24.7853610054715,6.75070628064489e-07,"Monocytes (CD14+CD16-)","CyTOF","Anelloviridae.pbmc","child",0.25837440398802,1.72143010156445e-05
"816","event_type",11,3168,49.248018349777,0,"Monocytes (CD14+CD16-)","CyTOF","Anelloviridae.pbmc","child",NA,0
"817","(Intercept)",1,3168,15.2097708403338,9.82009609140633e-05,"Monocytes (CD14-CD16+)","CyTOF","Anelloviridae.pbmc","child",-1.08775181050315,0.00250412450330861
"818","trajectory_group",1,3168,0.0480991375276077,0.826418685462852,"Monocytes (CD14-CD16+)","CyTOF","Anelloviridae.pbmc","child",-0.00324740450780153,0.860150060379703
"819","sex",1,3168,7.19215178260962,0.00736030168920254,"Monocytes (CD14-CD16+)","CyTOF","Anelloviridae.pbmc","child",NA,0.0197565992710173
"820","discretized_admit_age_quantile",4,3168,5.91074666404062,9.7727279526838e-05,"Monocytes (CD14-CD16+)","CyTOF","Anelloviridae.pbmc","child",NA,0.000227155002026514
"821","virus_positive",1,3168,0.425926558314455,0.514041876157631,"Monocytes (CD14-CD16+)","CyTOF","Anelloviridae.pbmc","child",0.0335030347878449,0.740538976471925
"822","event_type",11,3168,117.964951985551,0,"Monocytes (CD14-CD16+)","CyTOF","Anelloviridae.pbmc","child",NA,0
"823","(Intercept)",1,3168,0.964974477860659,0.326011748434131,"NK Cell (CD56hi CD16low)","CyTOF","Anelloviridae.pbmc","child",-0.314480964905128,0.597016943612308
"824","trajectory_group",1,3168,9.71112217000341,0.00184796374359553,"NK Cell (CD56hi CD16low)","CyTOF","Anelloviridae.pbmc","child",-0.0530188724426135,0.00589038443271074
"825","sex",1,3168,0.0088697127176681,0.924972801072963,"NK Cell (CD56hi CD16low)","CyTOF","Anelloviridae.pbmc","child",NA,0.935090667159023
"826","discretized_admit_age_quantile",4,3168,2.25402405868309,0.0609464054204067,"NK Cell (CD56hi CD16low)","CyTOF","Anelloviridae.pbmc","child",NA,0.0796991455497627
"827","virus_positive",1,3168,5.83876281685645,0.0157330327274796,"NK Cell (CD56hi CD16low)","CyTOF","Anelloviridae.pbmc","child",0.14275443457932,0.0501490418188413
"828","event_type",11,3168,3.89111002500179,1.28702835633376e-05,"NK Cell (CD56hi CD16low)","CyTOF","Anelloviridae.pbmc","child",NA,2.34423022046507e-05
"829","(Intercept)",1,3168,5.15706196557809,0.0232188662558228,"NK Cell (CD56low CD16hi CD57hi)","CyTOF","Anelloviridae.pbmc","child",-0.714537024310189,0.116744714209292
"830","trajectory_group",1,3168,0.542783574705139,0.461335960287118,"NK Cell (CD56low CD16hi CD57hi)","CyTOF","Anelloviridae.pbmc","child",-0.0123204560931701,0.637604886490997
"831","sex",1,3168,60.355520895774,1.06581410364015e-14,"NK Cell (CD56low CD16hi CD57hi)","CyTOF","Anelloviridae.pbmc","child",NA,1.81188397618826e-13
"832","discretized_admit_age_quantile",4,3168,46.2211258647651,0,"NK Cell (CD56low CD16hi CD57hi)","CyTOF","Anelloviridae.pbmc","child",NA,0
"833","virus_positive",1,3168,0.304981925946405,0.580814883507392,"NK Cell (CD56low CD16hi CD57hi)","CyTOF","Anelloviridae.pbmc","child",-0.0320749185291893,0.740538976471925
"834","event_type",11,3168,17.2513159928546,0,"NK Cell (CD56low CD16hi CD57hi)","CyTOF","Anelloviridae.pbmc","child",NA,0
"835","(Intercept)",1,3168,0.539270382061984,0.462789609328415,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Anelloviridae.pbmc","child",-0.237298111800015,0.728082658294494
"836","trajectory_group",1,3168,4.58843873228743,0.0322643493210332,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Anelloviridae.pbmc","child",-0.0366742284247667,0.074794627971486
"837","sex",1,3168,0.20186268439192,0.653252257516787,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Anelloviridae.pbmc","child",NA,0.774787561240841
"838","discretized_admit_age_quantile",4,3168,5.84611683928445,0.00010999511034071,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Anelloviridae.pbmc","child",NA,0.000243902201190271
"839","virus_positive",1,3168,4.81841187927692,0.0282295853830129,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Anelloviridae.pbmc","child",-0.131791281632466,0.0757741502386136
"840","event_type",11,3168,9.31813159424316,1.11022302462516e-16,"NK Cell (CD56low CD16hi CD57low)","CyTOF","Anelloviridae.pbmc","child",NA,2.69625591694681e-16
"841","(Intercept)",1,3168,0.0572208798045883,0.810959104719397,"Plasmacytoid DC","CyTOF","Anelloviridae.pbmc","child",0.0803918115845284,0.879976900865729
"842","trajectory_group",1,3168,2.78587871424704,0.0951973256005407,"Plasmacytoid DC","CyTOF","Anelloviridae.pbmc","child",-0.0291943923847566,0.194202544225103
"843","sex",1,3168,1.40902895805318,0.235306659276455,"Plasmacytoid DC","CyTOF","Anelloviridae.pbmc","child",NA,0.333351100641645
"844","discretized_admit_age_quantile",4,3168,0.44299924701938,0.77758985991886,"Plasmacytoid DC","CyTOF","Anelloviridae.pbmc","child",NA,0.793141657117237
"845","virus_positive",1,3168,10.5965526712955,0.00114490875183826,"Plasmacytoid DC","CyTOF","Anelloviridae.pbmc","child",0.203895472300306,0.0064878162604168
"846","event_type",11,3168,1.48740512226875,0.128883937829507,"Plasmacytoid DC","CyTOF","Anelloviridae.pbmc","child",NA,0.152862344867555
"847","(Intercept)",1,3168,0.490832531393332,0.483607615691226,"Tier2_Bcell_Undefined","CyTOF","Anelloviridae.pbmc","child",0.232373105760102,0.728082658294494
"848","trajectory_group",1,3168,5.69685556377902,0.0170536759484894,"Tier2_Bcell_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.0420191803361006,0.0415794111431538
"849","sex",1,3168,1.27870046918525,0.258226398961062,"Tier2_Bcell_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.352522825934573
"850","discretized_admit_age_quantile",4,3168,1.64384707937383,0.160393144991229,"Tier2_Bcell_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.199513424257383
"851","virus_positive",1,3168,0.016703314065018,0.897174920594334,"Tier2_Bcell_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.00795521728184553,0.915118419006221
"852","event_type",11,3168,2.62145335263634,0.00248498110599304,"Tier2_Bcell_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.0034252442271796
"853","(Intercept)",1,3168,0.0708460567340226,0.790126203855006,"Tier2_NK_Undefined","CyTOF","Anelloviridae.pbmc","child",0.0897347665396483,0.876009486882724
"854","trajectory_group",1,3168,0.315396392816033,0.574427193946626,"Tier2_NK_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.0100283631095857,0.702010851210178
"855","sex",1,3168,1.13338511840772,0.287135571745755,"Tier2_NK_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.375484978436757
"856","discretized_admit_age_quantile",4,3168,0.640401372522183,0.633679770450951,"Tier2_NK_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.702558006369533
"857","virus_positive",1,3168,0.0562770486881317,0.812495377568432,"Tier2_NK_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.0148620823015197,0.845658454203878
"858","event_type",11,3168,2.77002810862863,0.00138692353855141,"Tier2_NK_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.00196480834628116
"859","(Intercept)",1,3168,0.764195197898242,0.382085089364793,"Tier2_Tcell_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.260174074604752,0.628591598632402
"860","trajectory_group",1,3168,0.109739549752979,0.740462760045706,"Tier2_Tcell_Undefined","CyTOF","Anelloviridae.pbmc","child",0.00524126300022598,0.786741682548562
"861","sex",1,3168,10.2290503856808,0.00139608448057849,"Tier2_Tcell_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.00474668723396685
"862","discretized_admit_age_quantile",4,3168,1.30963476444491,0.263941036759844,"Tier2_Tcell_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.320499830351239
"863","virus_positive",1,3168,0.351789836699219,0.553144029665245,"Tier2_Tcell_Undefined","CyTOF","Anelloviridae.pbmc","child",0.0326287765596724,0.740538976471925
"864","event_type",11,3168,0.784858565617132,0.655640112463284,"Tier2_Tcell_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.69661761949224
"865","(Intercept)",1,3168,0.00905384922917282,0.924200338104147,"Tier3_CD4_Undefined","CyTOF","Anelloviridae.pbmc","child",0.0321431362638851,0.946939242806811
"866","trajectory_group",1,3168,0.845448835587966,0.357913040414958,"Tier3_CD4_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.0157155865704762,0.553138335186754
"867","sex",1,3168,0.596008834825592,0.440162485727166,"Tier3_CD4_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.534483018382988
"868","discretized_admit_age_quantile",4,3168,0.524641653326666,0.717641735888993,"Tier3_CD4_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.768084763723346
"869","virus_positive",1,3168,0.130167002448963,0.718283002785324,"Tier3_CD4_Undefined","CyTOF","Anelloviridae.pbmc","child",0.0227223991491163,0.77941347110748
"870","event_type",11,3168,0.449211705367738,0.933825076938665,"Tier3_CD4_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.933825076938665
"871","(Intercept)",1,3168,0.794050778605895,0.372945732767201,"Tier3_CD8_Undefined","CyTOF","Anelloviridae.pbmc","child",0.290784815295709,0.628591598632402
"872","trajectory_group",1,3168,0.133674347957525,0.714676770072663,"Tier3_CD8_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.00634045317573104,0.775500324972464
"873","sex",1,3168,2.81174748624274,0.0936750509617363,"Tier3_CD8_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.159247586634952
"874","discretized_admit_age_quantile",4,3168,2.35093526187998,0.0519977353026977,"Tier3_CD8_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.0716725540658806
"875","virus_positive",1,3168,0.000601312643538123,0.980438037551597,"Tier3_CD8_Undefined","CyTOF","Anelloviridae.pbmc","child",0.00148250204962618,0.980438037551597
"876","event_type",11,3168,2.22223985388574,0.0112028172990075,"Tier3_CD8_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.0146498380063944
"877","(Intercept)",1,3168,0.00710803256021396,0.932815965691948,"Tier4_Treg_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.0284371775692963,0.946939242806811
"878","trajectory_group",1,3168,0.382420324095832,0.536355214829246,"Tier4_Treg_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.010553525838625,0.699941831921957
"879","sex",1,3168,6.21975290057482,0.0126838837151106,"Tier4_Treg_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.0323439034735321
"880","discretized_admit_age_quantile",4,3168,0.41241007085821,0.799827413757276,"Tier4_Treg_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.799827413757276
"881","virus_positive",1,3168,0.216758988610976,0.641552584361868,"Tier4_Treg_Undefined","CyTOF","Anelloviridae.pbmc","child",0.0292773965977383,0.74361776823762
"882","event_type",11,3168,0.459904302812595,0.928122383125362,"Tier4_Treg_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.933825076938665
"883","(Intercept)",1,3168,0.486846850982337,0.485388438862996,"Tier4_nonTreg_Undefined","CyTOF","Anelloviridae.pbmc","child",0.228977558925055,0.728082658294494
"884","trajectory_group",1,3168,0.944901386628646,0.331094721197815,"Tier4_nonTreg_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.016958582837532,0.527682211909018
"885","sex",1,3168,0.846711275808124,0.35755442947404,"Tier4_nonTreg_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.455881897579401
"886","discretized_admit_age_quantile",4,3168,4.16603488208584,0.00228484204046298,"Tier4_nonTreg_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,0.00416167657370042
"887","virus_positive",1,3168,0.353188203157954,0.552356326939238,"Tier4_nonTreg_Undefined","CyTOF","Anelloviridae.pbmc","child",-0.0360728921503329,0.740538976471925
"888","event_type",11,3168,4.01735827356401,7.42137051279457e-06,"Tier4_nonTreg_Undefined","CyTOF","Anelloviridae.pbmc","child",NA,1.40181443019453e-05
"889","(Intercept)",1,3168,0.0127525414322783,0.910095465637656,"gd T Cell","CyTOF","Anelloviridae.pbmc","child",-0.035696070585098,0.946939242806811
"890","trajectory_group",1,3168,3.73082708329577,0.0535060295225787,"gd T Cell","CyTOF","Anelloviridae.pbmc","child",-0.0323937329621762,0.11370031273548
"891","sex",1,3168,0.044698304244202,0.832573357677412,"gd T Cell","CyTOF","Anelloviridae.pbmc","child",NA,0.895331628255126
"892","discretized_admit_age_quantile",4,3168,9.2636116887691,1.93317964747308e-07,"gd T Cell","CyTOF","Anelloviridae.pbmc","child",NA,6.57281080140848e-07
"893","virus_positive",1,3168,6.35318403478701,0.0117658164731043,"gd T Cell","CyTOF","Anelloviridae.pbmc","child",0.146477760125445,0.0424637931254148
"894","event_type",11,3168,2.06916387350739,0.0194048976658974,"gd T Cell","CyTOF","Anelloviridae.pbmc","child",NA,0.0247412445240191
"895","(Intercept)",1,3168,5.35406626924919,0.0207376922282749,"Basophil","CyTOF","Anelloviridae.pbmc","child",-0.623614553673666,0.116744714209292
"896","trajectory_group",1,3168,5.83380408259381,0.0157773539799634,"Basophil","CyTOF","Anelloviridae.pbmc","child",-0.0345119104292317,0.0415794111431538
"897","sex",1,3168,4.12350829310698,0.0423746508492799,"Basophil","CyTOF","Anelloviridae.pbmc","child",NA,0.0846304383963713
"898","discretized_admit_age_quantile",4,3168,0.909887313345787,0.457117875340307,"Basophil","CyTOF","Anelloviridae.pbmc","child",NA,0.529841173689902
"899","virus_positive",1,3168,1.57439035954954,0.209663128983408,"Basophil","CyTOF","Anelloviridae.pbmc","child",-0.0628087085359448,0.344929663811414
"900","event_type",11,3168,117.086186179955,0,"Basophil","CyTOF","Anelloviridae.pbmc","child",NA,0
"901","(Intercept)",1,3168,2.05636924414339,0.151669637732051,"Eosinophil","CyTOF","Anelloviridae.pbmc","child",-0.431022737946605,0.351597796560663
"902","trajectory_group",1,3168,0.309337016580916,0.578126583349558,"Eosinophil","CyTOF","Anelloviridae.pbmc","child",0.00888008993095245,0.702010851210178
"903","sex",1,3168,4.72524598409916,0.0297967492608389,"Eosinophil","CyTOF","Anelloviridae.pbmc","child",NA,0.0690742823773992
"904","discretized_admit_age_quantile",4,3168,2.74539959074176,0.0269480248288945,"Eosinophil","CyTOF","Anelloviridae.pbmc","child",NA,0.0420079097946118
"905","virus_positive",1,3168,0.375289136956315,0.540179226565658,"Eosinophil","CyTOF","Anelloviridae.pbmc","child",-0.034141646839256,0.740538976471925
"906","event_type",11,3168,48.5267725476046,0,"Eosinophil","CyTOF","Anelloviridae.pbmc","child",NA,0
"907","(Intercept)",1,3168,0.421731387049375,0.516121456810318,"Neutrophil (CD16hi)","CyTOF","Anelloviridae.pbmc","child",0.19840740008645,0.735736764453984
"908","trajectory_group",1,3168,42.9929933740789,6.39055475204486e-11,"Neutrophil (CD16hi)","CyTOF","Anelloviridae.pbmc","child",0.106379271067008,3.62131435949209e-10
"909","sex",1,3168,11.012621792791,0.000915163544863429,"Neutrophil (CD16hi)","CyTOF","Anelloviridae.pbmc","child",NA,0.0033338100562882
"910","discretized_admit_age_quantile",4,3168,12.1031070002977,9.16379638837839e-10,"Neutrophil (CD16hi)","CyTOF","Anelloviridae.pbmc","child",NA,4.2486692346118e-09
"911","virus_positive",1,3168,0.71979080779611,0.396276634311242,"Neutrophil (CD16hi)","CyTOF","Anelloviridae.pbmc","child",-0.0480800507958317,0.612427525753737
"912","event_type",11,3168,22.5637232833921,0,"Neutrophil (CD16hi)","CyTOF","Anelloviridae.pbmc","child",NA,0
"913","(Intercept)",1,3168,3.03452123889926,0.0816076419883417,"Neutrophil (CD16low)","CyTOF","Anelloviridae.pbmc","child",-0.546696972418634,0.244822925965025
"914","trajectory_group",1,3168,64.4393445824726,1.33226762955019e-15,"Neutrophil (CD16low)","CyTOF","Anelloviridae.pbmc","child",0.133616966029037,2.26485497023532e-14
"915","sex",1,3168,0.153584970433371,0.695159066129236,"Neutrophil (CD16low)","CyTOF","Anelloviridae.pbmc","child",NA,0.805752553922524
"916","discretized_admit_age_quantile",4,3168,2.4680616448832,0.042853050175637,"Neutrophil (CD16low)","CyTOF","Anelloviridae.pbmc","child",NA,0.0607084877488191
"917","virus_positive",1,3168,22.2743564374805,2.46582099927561e-06,"Neutrophil (CD16low)","CyTOF","Anelloviridae.pbmc","child",0.275035138447676,4.19189569876854e-05
"918","event_type",11,3168,17.8281596710155,0,"Neutrophil (CD16low)","CyTOF","Anelloviridae.pbmc","child",NA,0
"919","(Intercept)",1,3168,0.376874588542448,0.539324746710238,"B Cell (CD11c+ CXCR5-)","CyTOF","Human gammaherpesvirus 4 (EBV).nasal","child",-0.201668754297432,0.732552498482126
"920","trajectory_group",1,3168,5.30198746224533,0.0213656238383727,"B Cell (CD11c+ CXCR5-)","CyTOF","Human gammaherpesvirus 4 (EBV).nasal","child",0.0400490470058547,0.0518879436074766
"921","sex",1,3168,0.0209655101423228,0.884882163913738,"B Cell (CD11c+ CXCR5-)","CyTOF","Human gammaherpesvirus 4 (EBV).nasal","child",NA,0.926427457744514
"922","discretized_admit_age_quantile",4,3168,15.5510786919998,1.32360788995811e-12,"B Cell (CD11c+ CXCR5-)","CyTOF","Human gammaherpesvirus 4 (EBV).nasal","child",NA,9.64342891255196e-12
"923","virus_positive",1,3168,7.2784069865975,0.00701583021096308,"B Cell (CD11c+ CXCR5-)","CyTOF","Human gammaherpesvirus 4 (EBV).nasal","child",0.32517557359648,0.0894518351897793
"924","event_type",11,3168,1.84588979895569,0.0417887645546968,"B Cell (CD11c+ CXCR5-)","CyTOF","Human gammaherpesvirus 4 (EBV).nasal","child",NA,0.0519811461534034
"925","(Intercept)",1,3168,1.11559615528995,0.290949232916841,"B Cell (CD27+ non-switched memory)","CyTOF","Human gammaherpesvirus 4 (EBV).nasal","child",0.352656265564729,0.569950477820997
